outfit_id,top,bottom,shoes,top_color,bottom_color,shoe_color,top_fit,bottom_fit,shoe_fit,style_category,STYLE_SCORE,COLOR_SCORE,FIT_SCORE,final_score,label
O01622,flannel,trousers,oxfords,green,black,green,baggy,tailored,tailored,business,0.92,0.48,0.55,0.68,average
O01623,polo,track pants,sneakers,red,green,white,slim,regular,baggy,casual,0.33,0.6,0.92,0.59,average
O01624,polo,chinos,sandals,gray,navy,white,oversized,oversized,baggy,sport,0.9,0.74,0.77,0.81,good
O01625,tank top,trousers,heels,green,blue,white,baggy,oversized,baggy,streetwear,0.37,0.9,0.41,0.54,bad
O01626,turtleneck,cargo pants,sneakers,green,red,navy,baggy,slim,baggy,business,0.56,0.87,0.93,0.76,good
O01627,graphic tee,trousers,sandals,navy,beige,white,slim,baggy,regular,minimal,0.85,0.84,0.79,0.83,good
O01628,navy blazer,track pants,sandals,blue,beige,navy,oversized,regular,regular,streetwear,0.79,0.75,0.41,0.66,average
O01629,linen shirt,track pants,boots,beige,white,brown,baggy,slim,regular,casual,0.66,0.73,0.84,0.73,good
O01630,white tee,trousers,loafers,gray,brown,green,slim,slim,oversized,streetwear,0.65,0.48,0.61,0.59,average
O01631,black hoodie,trousers,sandals,beige,brown,white,baggy,baggy,regular,minimal,0.83,0.51,0.79,0.72,average
O01632,linen shirt,skirt,loafers,blue,green,red,baggy,oversized,regular,business,0.38,0.72,0.93,0.65,average
O01633,turtleneck,jeans,loafers,black,blue,blue,oversized,regular,slim,sport,0.33,0.49,0.56,0.45,bad
O01634,turtleneck,shorts,boots,navy,beige,white,slim,baggy,tailored,business,0.88,0.71,0.76,0.79,good
O01635,tank top,skirt,heels,brown,gray,brown,tailored,tailored,oversized,business,0.51,0.59,0.8,0.62,average
O01636,flannel,chinos,boots,red,brown,red,baggy,oversized,oversized,streetwear,0.38,0.58,0.83,0.57,average
O01637,denim jacket,track pants,oxfords,white,blue,black,baggy,baggy,regular,business,0.86,0.44,0.74,0.7,average
O01638,polo,shorts,heels,beige,red,brown,slim,tailored,baggy,streetwear,0.35,0.73,0.78,0.59,average
O01639,white tee,chinos,loafers,blue,red,black,regular,regular,oversized,streetwear,0.46,0.6,0.49,0.51,bad
O01640,linen shirt,jeans,sneakers,beige,red,white,tailored,tailored,regular,sport,0.67,0.57,0.53,0.6,average
O01641,navy blazer,shorts,sandals,red,beige,gray,tailored,slim,baggy,casual,0.55,0.57,0.92,0.67,average
O01642,flannel,skirt,sandals,white,navy,white,regular,slim,baggy,minimal,0.41,0.41,0.71,0.5,bad
O01643,black hoodie,shorts,sneakers,green,brown,navy,slim,oversized,slim,streetwear,0.55,0.86,0.67,0.68,average
O01644,white tee,track pants,heels,blue,beige,beige,oversized,oversized,tailored,casual,0.7,0.48,0.75,0.65,average
O01645,black hoodie,jeans,sneakers,navy,white,red,baggy,baggy,oversized,casual,0.52,0.79,0.6,0.62,average
O01646,white tee,shorts,boots,red,brown,brown,regular,slim,slim,sport,0.79,0.57,0.72,0.7,average
O01647,black hoodie,chinos,oxfords,brown,green,red,baggy,regular,regular,business,0.42,0.94,0.43,0.58,average
O01648,linen shirt,trousers,sneakers,red,green,beige,regular,slim,slim,minimal,0.63,0.49,0.43,0.53,bad
O01649,linen shirt,trousers,sandals,gray,black,red,baggy,regular,regular,business,0.79,0.51,0.9,0.74,good
O01650,denim jacket,skirt,loafers,white,blue,brown,slim,oversized,tailored,sport,0.7,0.57,0.88,0.71,average
O01651,sweater,jeans,heels,white,gray,gray,regular,slim,tailored,streetwear,0.36,0.64,0.46,0.47,bad
O01652,tank top,track pants,sandals,beige,black,green,regular,regular,slim,streetwear,0.76,0.62,0.68,0.69,average
O01653,black hoodie,track pants,boots,navy,navy,gray,oversized,oversized,slim,minimal,0.35,0.72,0.54,0.52,bad
O01654,sweater,jeans,boots,gray,blue,black,oversized,regular,baggy,business,0.42,0.63,0.75,0.58,average
O01655,tank top,track pants,boots,blue,blue,gray,regular,regular,tailored,minimal,0.59,0.42,0.4,0.48,bad
O01656,graphic tee,trousers,heels,navy,navy,blue,oversized,baggy,regular,sport,0.34,0.56,0.65,0.5,bad
O01657,linen shirt,shorts,sandals,brown,black,blue,slim,baggy,baggy,minimal,0.5,0.76,0.93,0.71,average
O01658,graphic tee,chinos,boots,blue,blue,brown,baggy,tailored,tailored,minimal,0.41,0.43,0.69,0.5,bad
O01659,polo,skirt,oxfords,green,beige,beige,oversized,tailored,slim,streetwear,0.41,0.47,0.82,0.55,bad
O01660,flannel,cargo pants,sneakers,red,red,green,baggy,oversized,oversized,streetwear,0.74,0.47,0.57,0.61,average
O01661,graphic tee,chinos,heels,red,blue,white,regular,slim,oversized,business,0.42,0.66,0.77,0.6,average
O01662,tank top,cargo pants,heels,gray,black,green,slim,oversized,oversized,minimal,0.73,0.67,0.63,0.68,average
O01663,sweater,chinos,sneakers,blue,beige,brown,tailored,slim,tailored,streetwear,0.7,0.41,0.8,0.64,average
O01664,turtleneck,jeans,boots,green,green,white,tailored,baggy,slim,casual,0.37,0.93,0.69,0.63,average
O01665,navy blazer,skirt,loafers,green,brown,white,baggy,slim,oversized,minimal,0.56,0.64,0.44,0.55,bad
O01666,navy blazer,track pants,oxfords,black,blue,green,baggy,slim,slim,business,0.31,0.5,0.93,0.55,bad
O01667,sweater,skirt,loafers,blue,gray,green,tailored,baggy,baggy,sport,0.8,0.54,0.63,0.67,average
O01668,flannel,chinos,loafers,brown,beige,black,oversized,slim,tailored,casual,0.69,0.59,0.77,0.68,average
O01669,tank top,cargo pants,heels,red,green,white,regular,tailored,slim,minimal,0.41,0.77,0.46,0.53,bad
O01670,flannel,track pants,boots,black,green,navy,slim,baggy,regular,casual,0.75,0.75,0.64,0.72,average
O01671,sweater,cargo pants,heels,white,beige,navy,baggy,tailored,slim,business,0.31,0.47,0.77,0.5,bad
O01672,polo,shorts,sneakers,black,black,gray,regular,oversized,oversized,sport,0.68,0.6,0.54,0.61,average
O01673,turtleneck,cargo pants,oxfords,black,blue,white,oversized,tailored,tailored,sport,0.34,0.41,0.65,0.45,bad
O01674,graphic tee,cargo pants,heels,green,green,red,regular,regular,tailored,streetwear,0.82,0.78,0.71,0.78,good
O01675,flannel,track pants,heels,white,navy,navy,baggy,tailored,baggy,streetwear,0.36,0.68,0.77,0.58,average
O01676,flannel,jeans,sneakers,red,blue,red,baggy,tailored,baggy,minimal,0.91,0.48,0.72,0.72,average
O01677,turtleneck,chinos,loafers,gray,green,red,regular,regular,tailored,casual,0.56,0.77,0.45,0.59,average
O01678,sweater,skirt,loafers,navy,white,red,slim,slim,slim,sport,0.68,0.75,0.63,0.69,average
O01679,graphic tee,jeans,boots,black,gray,brown,slim,baggy,tailored,business,0.92,0.85,0.63,0.81,good
O01680,sweater,chinos,sandals,black,navy,black,oversized,tailored,tailored,casual,0.71,0.93,0.94,0.84,good
O01681,sweater,cargo pants,boots,white,brown,beige,slim,baggy,tailored,sport,0.44,0.93,0.74,0.68,average
O01682,navy blazer,skirt,sandals,red,green,beige,slim,tailored,oversized,business,0.89,0.93,0.9,0.91,good
O01683,black hoodie,shorts,oxfords,gray,gray,navy,baggy,tailored,oversized,casual,0.48,0.69,0.9,0.67,average
O01684,white tee,jeans,oxfords,brown,red,brown,regular,regular,tailored,casual,0.59,0.92,0.71,0.72,average
O01685,tank top,cargo pants,heels,navy,beige,white,tailored,oversized,tailored,minimal,0.44,0.65,0.78,0.6,average
O01686,navy blazer,skirt,boots,red,navy,black,regular,oversized,baggy,sport,0.32,0.92,0.55,0.57,average
O01687,turtleneck,track pants,boots,white,red,beige,baggy,regular,oversized,business,0.88,0.46,0.57,0.66,average
O01688,flannel,cargo pants,boots,red,white,brown,regular,baggy,baggy,sport,0.47,0.65,0.48,0.53,bad
O01689,flannel,trousers,sneakers,white,green,brown,baggy,slim,oversized,business,0.7,0.71,0.43,0.62,average
O01690,graphic tee,jeans,heels,brown,navy,red,tailored,baggy,regular,casual,0.37,0.53,0.55,0.47,bad
O01691,linen shirt,track pants,oxfords,black,green,navy,slim,regular,oversized,casual,0.59,0.47,0.63,0.57,average
O01692,polo,trousers,oxfords,green,black,navy,regular,regular,regular,casual,0.69,0.4,0.62,0.58,average
O01693,denim jacket,cargo pants,heels,white,blue,beige,regular,oversized,baggy,minimal,0.65,0.56,0.94,0.71,average
O01694,denim jacket,trousers,loafers,gray,beige,red,slim,baggy,slim,casual,0.78,0.68,0.79,0.75,good
O01695,tank top,skirt,sneakers,black,red,beige,tailored,regular,baggy,minimal,0.51,0.8,0.7,0.65,average
O01696,navy blazer,chinos,heels,white,red,white,baggy,baggy,regular,minimal,0.76,0.5,0.41,0.58,average
O01697,denim jacket,chinos,boots,black,navy,red,slim,oversized,slim,sport,0.84,0.94,0.76,0.85,good
O01698,turtleneck,cargo pants,oxfords,black,red,blue,tailored,tailored,slim,business,0.41,0.79,0.53,0.56,average
O01699,flannel,shorts,oxfords,white,red,brown,oversized,tailored,regular,minimal,0.42,0.59,0.95,0.63,average
O01700,white tee,shorts,boots,white,white,blue,tailored,slim,baggy,business,0.52,0.76,0.9,0.71,average
O01701,white tee,shorts,boots,green,navy,white,baggy,baggy,tailored,sport,0.42,0.86,0.61,0.61,average
O01702,black hoodie,skirt,oxfords,green,beige,beige,oversized,oversized,baggy,streetwear,0.94,0.49,0.85,0.78,good
O01703,graphic tee,skirt,boots,beige,blue,beige,baggy,slim,regular,minimal,0.63,0.57,0.65,0.62,average
O01704,polo,skirt,oxfords,red,black,beige,slim,regular,tailored,business,0.82,0.59,0.8,0.74,good
O01705,graphic tee,jeans,sneakers,brown,red,red,tailored,baggy,baggy,casual,0.46,0.57,0.65,0.55,bad
O01706,polo,skirt,loafers,green,black,red,slim,slim,tailored,casual,0.91,0.55,0.66,0.73,good
O01707,sweater,chinos,oxfords,navy,beige,black,slim,regular,slim,sport,0.89,0.52,0.81,0.76,good
O01708,turtleneck,skirt,boots,red,gray,navy,baggy,baggy,slim,casual,0.55,0.76,0.49,0.59,average
O01709,polo,jeans,boots,green,red,green,regular,oversized,slim,casual,0.41,0.79,0.89,0.67,average
O01710,flannel,cargo pants,loafers,gray,navy,navy,regular,tailored,baggy,business,0.4,0.76,0.95,0.67,average
O01711,tank top,skirt,loafers,blue,gray,blue,tailored,regular,oversized,minimal,0.49,0.46,0.78,0.57,average
O01712,white tee,shorts,oxfords,green,beige,red,slim,tailored,regular,streetwear,0.62,0.5,0.89,0.67,average
O01713,sweater,cargo pants,sandals,navy,white,beige,regular,tailored,tailored,business,0.51,0.47,0.43,0.47,bad
O01714,black hoodie,cargo pants,sandals,beige,blue,brown,regular,regular,tailored,business,0.58,0.94,0.44,0.65,average
O01715,turtleneck,trousers,heels,blue,blue,white,regular,oversized,slim,casual,0.44,0.77,0.44,0.54,bad
O01716,flannel,shorts,boots,green,black,red,tailored,tailored,regular,casual,0.41,0.43,0.74,0.52,bad
O01717,tank top,skirt,heels,green,green,blue,regular,oversized,baggy,streetwear,0.92,0.82,0.67,0.81,good
O01718,turtleneck,jeans,boots,beige,navy,beige,slim,slim,regular,minimal,0.8,0.81,0.53,0.72,average
O01719,linen shirt,track pants,heels,navy,black,red,baggy,oversized,tailored,business,0.34,0.48,0.41,0.4,bad
O01720,flannel,chinos,boots,white,red,green,baggy,tailored,regular,casual,0.62,0.63,0.65,0.63,average
O01721,flannel,chinos,boots,black,beige,brown,tailored,regular,tailored,streetwear,0.73,0.94,0.83,0.82,good
O01722,denim jacket,jeans,heels,blue,gray,green,slim,baggy,oversized,minimal,0.4,0.86,0.89,0.69,average
O01723,turtleneck,jeans,sandals,green,beige,black,baggy,regular,oversized,business,0.41,0.69,0.46,0.51,bad
O01724,linen shirt,cargo pants,oxfords,red,brown,green,oversized,baggy,regular,sport,0.38,0.58,0.72,0.54,bad
O01725,sweater,cargo pants,oxfords,white,beige,white,oversized,oversized,oversized,sport,0.56,0.61,0.87,0.67,average
O01726,black hoodie,shorts,boots,blue,gray,brown,slim,tailored,slim,streetwear,0.34,0.92,0.95,0.7,average
O01727,sweater,cargo pants,loafers,green,beige,white,baggy,regular,baggy,streetwear,0.32,0.59,0.72,0.52,bad
O01728,denim jacket,cargo pants,sneakers,beige,white,beige,slim,oversized,oversized,casual,0.48,0.59,0.5,0.52,bad
O01729,linen shirt,track pants,oxfords,black,green,black,slim,regular,regular,sport,0.93,0.73,0.65,0.79,good
O01730,linen shirt,track pants,boots,navy,red,navy,oversized,baggy,oversized,casual,0.84,0.57,0.42,0.63,average
O01731,polo,trousers,loafers,beige,green,navy,tailored,slim,oversized,minimal,0.74,0.85,0.54,0.71,average
O01732,polo,jeans,heels,blue,red,black,regular,oversized,baggy,business,0.41,0.9,0.79,0.67,average
O01733,graphic tee,trousers,heels,gray,blue,navy,tailored,regular,tailored,sport,0.62,0.46,0.48,0.53,bad
O01734,navy blazer,track pants,heels,brown,navy,red,regular,regular,slim,sport,0.57,0.45,0.82,0.61,average
O01735,black hoodie,skirt,boots,green,navy,green,oversized,regular,slim,business,0.48,0.59,0.72,0.58,average
O01736,white tee,cargo pants,loafers,navy,blue,black,regular,oversized,tailored,business,0.65,0.58,0.78,0.67,average
O01737,tank top,track pants,oxfords,black,green,black,regular,slim,baggy,sport,0.44,0.92,0.43,0.58,average
O01738,denim jacket,jeans,boots,black,black,gray,tailored,baggy,oversized,minimal,0.64,0.83,0.8,0.74,good
O01739,linen shirt,skirt,loafers,green,green,red,oversized,tailored,baggy,sport,0.67,0.68,0.73,0.69,average
O01740,graphic tee,trousers,boots,brown,white,beige,oversized,regular,oversized,minimal,0.55,0.85,0.92,0.75,good
O01741,sweater,cargo pants,loafers,beige,blue,black,tailored,tailored,baggy,casual,0.54,0.77,0.88,0.71,average
O01742,graphic tee,track pants,sneakers,white,white,brown,regular,slim,slim,sport,0.33,0.88,0.47,0.54,bad
O01743,black hoodie,trousers,sneakers,navy,red,navy,slim,oversized,regular,streetwear,0.74,0.56,0.41,0.59,average
O01744,graphic tee,shorts,boots,blue,white,beige,regular,baggy,slim,casual,0.57,0.4,0.5,0.5,bad
O01745,sweater,skirt,boots,navy,black,brown,regular,oversized,oversized,minimal,0.36,0.7,0.81,0.6,average
O01746,navy blazer,shorts,heels,green,navy,red,tailored,tailored,baggy,business,0.84,0.82,0.53,0.74,good
O01747,linen shirt,jeans,sandals,red,green,red,tailored,slim,tailored,sport,0.65,0.48,0.76,0.63,average
O01748,tank top,cargo pants,sneakers,blue,brown,brown,regular,baggy,baggy,sport,0.5,0.66,0.76,0.63,average
O01749,linen shirt,chinos,sandals,beige,blue,green,regular,baggy,oversized,minimal,0.69,0.62,0.52,0.62,average
O01750,white tee,skirt,loafers,red,gray,navy,baggy,oversized,baggy,business,0.56,0.94,0.57,0.68,average
O01751,polo,chinos,heels,red,black,green,baggy,oversized,tailored,sport,0.75,0.55,0.77,0.7,average
O01752,tank top,jeans,heels,beige,brown,gray,oversized,baggy,baggy,sport,0.59,0.85,0.87,0.75,good
O01753,white tee,skirt,boots,beige,black,black,slim,oversized,tailored,sport,0.78,0.65,0.74,0.73,good
O01754,navy blazer,jeans,boots,gray,green,gray,baggy,oversized,baggy,minimal,0.58,0.57,0.6,0.58,average
O01755,polo,shorts,sneakers,beige,brown,blue,regular,oversized,baggy,business,0.69,0.81,0.73,0.74,good
O01756,turtleneck,chinos,sneakers,beige,beige,blue,slim,regular,slim,business,0.64,0.84,0.59,0.69,average
O01757,white tee,skirt,boots,green,red,green,regular,tailored,regular,streetwear,0.61,0.76,0.41,0.59,average
O01758,white tee,track pants,sandals,white,brown,gray,slim,regular,slim,minimal,0.5,0.92,0.49,0.62,average
O01759,navy blazer,track pants,sneakers,green,beige,beige,tailored,regular,regular,streetwear,0.75,0.83,0.93,0.83,good
O01760,flannel,jeans,heels,brown,black,blue,baggy,regular,oversized,sport,0.9,0.95,0.79,0.88,good
O01761,navy blazer,cargo pants,heels,beige,white,green,baggy,slim,slim,minimal,0.71,0.86,0.47,0.68,average
O01762,navy blazer,chinos,loafers,black,navy,navy,tailored,regular,tailored,minimal,0.43,0.57,0.95,0.63,average
O01763,turtleneck,shorts,oxfords,green,beige,brown,regular,oversized,slim,business,0.95,0.94,0.95,0.95,good
O01764,white tee,skirt,sandals,gray,brown,beige,oversized,regular,oversized,streetwear,0.42,0.57,0.64,0.53,bad
O01765,navy blazer,trousers,heels,brown,white,blue,slim,regular,slim,casual,0.56,0.51,0.53,0.54,bad
O01766,polo,trousers,boots,gray,red,black,regular,baggy,regular,business,0.57,0.81,0.72,0.69,average
O01767,black hoodie,track pants,oxfords,white,blue,blue,tailored,regular,regular,business,0.44,0.51,0.49,0.48,bad
O01768,denim jacket,trousers,oxfords,green,gray,white,regular,oversized,slim,minimal,0.38,0.61,0.93,0.61,average
O01769,polo,shorts,loafers,gray,red,blue,baggy,slim,slim,streetwear,0.72,0.73,0.84,0.76,good
O01770,navy blazer,shorts,heels,black,red,white,oversized,regular,oversized,business,0.59,0.93,0.43,0.64,average
O01771,turtleneck,skirt,sneakers,gray,red,red,baggy,tailored,tailored,casual,0.77,0.87,0.55,0.73,good
O01772,white tee,jeans,sandals,red,white,blue,slim,regular,tailored,business,0.88,0.92,0.41,0.75,good
O01773,turtleneck,trousers,sneakers,green,white,red,tailored,oversized,tailored,sport,0.34,0.81,0.67,0.58,average
O01774,white tee,track pants,loafers,gray,green,green,regular,tailored,slim,casual,0.64,0.83,0.53,0.66,average
O01775,navy blazer,shorts,boots,white,blue,brown,baggy,oversized,slim,minimal,0.73,0.7,0.67,0.7,average
O01776,denim jacket,track pants,sneakers,white,green,brown,slim,oversized,baggy,streetwear,0.69,0.51,0.75,0.65,average
O01777,navy blazer,track pants,sandals,gray,brown,white,baggy,slim,baggy,casual,0.85,0.72,0.79,0.79,good
O01778,navy blazer,skirt,heels,green,white,navy,baggy,oversized,tailored,casual,0.7,0.41,0.52,0.56,average
O01779,graphic tee,shorts,boots,green,green,gray,baggy,regular,oversized,business,0.36,0.46,0.86,0.54,bad
O01780,polo,skirt,loafers,brown,red,green,oversized,slim,oversized,sport,0.41,0.87,0.49,0.57,average
O01781,linen shirt,chinos,sneakers,brown,navy,gray,baggy,regular,tailored,minimal,0.49,0.68,0.59,0.58,average
O01782,flannel,track pants,sneakers,beige,brown,black,regular,baggy,slim,minimal,0.32,0.73,0.61,0.53,bad
O01783,turtleneck,track pants,boots,brown,brown,black,tailored,baggy,baggy,sport,0.41,0.93,0.6,0.62,average
O01784,flannel,cargo pants,sneakers,navy,blue,white,slim,tailored,tailored,minimal,0.69,0.81,0.42,0.64,average
O01785,denim jacket,track pants,oxfords,black,green,white,regular,oversized,oversized,sport,0.66,0.45,0.75,0.62,average
O01786,turtleneck,shorts,heels,blue,green,navy,tailored,oversized,baggy,business,0.83,0.5,0.92,0.76,good
O01787,black hoodie,skirt,sneakers,black,white,black,slim,slim,oversized,streetwear,0.92,0.69,0.75,0.8,good
O01788,linen shirt,shorts,sandals,white,navy,red,tailored,oversized,tailored,business,0.65,0.47,0.5,0.55,bad
O01789,graphic tee,shorts,boots,beige,red,brown,tailored,regular,regular,minimal,0.69,0.85,0.82,0.78,good
O01790,denim jacket,skirt,loafers,brown,red,red,regular,regular,tailored,business,0.46,0.69,0.66,0.59,average
O01791,tank top,track pants,sneakers,navy,gray,navy,regular,regular,regular,business,0.88,0.8,0.45,0.73,good
O01792,polo,chinos,boots,blue,gray,gray,oversized,regular,baggy,business,0.38,0.51,0.56,0.47,bad
O01793,tank top,cargo pants,heels,green,navy,navy,regular,baggy,slim,minimal,0.64,0.77,0.62,0.67,average
O01794,tank top,cargo pants,boots,black,black,navy,oversized,regular,oversized,business,0.85,0.84,0.8,0.83,good
O01795,navy blazer,track pants,sneakers,navy,white,beige,baggy,baggy,slim,minimal,0.56,0.92,0.61,0.68,average
O01796,white tee,shorts,sandals,black,white,white,slim,oversized,slim,minimal,0.71,0.58,0.8,0.7,average
O01797,linen shirt,cargo pants,oxfords,black,gray,navy,slim,slim,tailored,business,0.69,0.78,0.82,0.76,good
O01798,flannel,chinos,heels,green,beige,blue,slim,slim,baggy,sport,0.35,0.74,0.65,0.56,average
O01799,navy blazer,chinos,loafers,green,beige,green,baggy,baggy,tailored,business,0.79,0.69,0.84,0.78,good
O01800,denim jacket,chinos,boots,green,white,green,slim,regular,tailored,business,0.95,0.81,0.41,0.75,good
O01801,tank top,cargo pants,loafers,beige,black,beige,regular,baggy,slim,streetwear,0.91,0.86,0.47,0.76,good
O01802,linen shirt,jeans,heels,black,navy,red,regular,slim,baggy,streetwear,0.63,0.91,0.63,0.71,average
O01803,black hoodie,trousers,sandals,gray,red,black,oversized,tailored,baggy,casual,0.84,0.85,0.71,0.8,good
O01804,graphic tee,shorts,sneakers,green,navy,red,tailored,oversized,regular,sport,0.37,0.88,0.68,0.62,average
O01805,graphic tee,jeans,sneakers,gray,white,gray,tailored,slim,tailored,sport,0.65,0.56,0.6,0.61,average
O01806,flannel,cargo pants,sneakers,gray,blue,beige,regular,oversized,slim,streetwear,0.35,0.74,0.83,0.61,average
O01807,graphic tee,trousers,sandals,brown,gray,blue,regular,tailored,baggy,minimal,0.91,0.48,0.41,0.63,average
O01808,turtleneck,jeans,sneakers,navy,brown,black,oversized,slim,regular,streetwear,0.8,0.61,0.53,0.66,average
O01809,turtleneck,shorts,heels,navy,red,red,baggy,tailored,baggy,minimal,0.86,0.69,0.58,0.73,good
O01810,white tee,skirt,boots,navy,red,beige,baggy,tailored,oversized,business,0.88,0.78,0.58,0.76,good
O01811,denim jacket,jeans,boots,brown,beige,navy,regular,baggy,oversized,minimal,0.41,0.63,0.6,0.53,bad
O01812,polo,jeans,sandals,green,white,black,baggy,oversized,regular,casual,0.4,0.55,0.61,0.51,bad
O01813,graphic tee,chinos,boots,blue,green,brown,baggy,regular,oversized,casual,0.54,0.71,0.41,0.55,bad
O01814,white tee,skirt,boots,gray,white,white,slim,baggy,regular,casual,0.55,0.42,0.69,0.55,bad
O01815,polo,jeans,loafers,white,black,brown,tailored,regular,regular,sport,0.5,0.74,0.51,0.58,average
O01816,black hoodie,cargo pants,heels,beige,gray,blue,baggy,slim,baggy,sport,0.76,0.69,0.63,0.7,average
O01817,sweater,trousers,sandals,black,beige,white,tailored,tailored,oversized,casual,0.92,0.68,0.44,0.7,average
O01818,linen shirt,track pants,loafers,blue,navy,navy,oversized,oversized,slim,streetwear,0.58,0.8,0.63,0.66,average
O01819,tank top,track pants,sneakers,beige,blue,green,regular,slim,slim,streetwear,0.61,0.43,0.51,0.53,bad
O01820,black hoodie,trousers,oxfords,gray,white,brown,oversized,slim,baggy,sport,0.86,0.89,0.89,0.88,good
O01821,black hoodie,skirt,oxfords,white,brown,brown,baggy,oversized,slim,sport,0.51,0.64,0.69,0.6,average
O01822,tank top,trousers,oxfords,navy,brown,black,oversized,regular,tailored,minimal,0.52,0.9,0.84,0.73,good
O01823,linen shirt,skirt,oxfords,white,blue,navy,tailored,slim,regular,minimal,0.55,0.64,0.72,0.63,average
O01824,tank top,track pants,oxfords,gray,brown,beige,tailored,oversized,slim,minimal,0.44,0.43,0.89,0.57,average
O01825,polo,track pants,sandals,gray,brown,red,oversized,oversized,oversized,streetwear,0.71,0.53,0.99,0.74,good
O01826,sweater,trousers,sandals,gray,brown,gray,tailored,slim,oversized,streetwear,0.6,0.66,0.85,0.69,average
O01827,navy blazer,shorts,oxfords,blue,brown,beige,slim,tailored,baggy,business,0.53,0.55,0.58,0.55,bad
O01828,navy blazer,shorts,oxfords,gray,brown,green,baggy,slim,tailored,streetwear,0.75,0.41,0.69,0.63,average
O01829,white tee,skirt,heels,beige,black,gray,slim,regular,baggy,casual,0.51,0.63,0.54,0.56,average
O01830,tank top,jeans,heels,gray,green,beige,baggy,tailored,tailored,streetwear,0.57,0.72,0.57,0.61,average
O01831,turtleneck,skirt,sneakers,white,beige,green,oversized,oversized,baggy,streetwear,0.5,0.94,0.62,0.67,average
O01832,black hoodie,jeans,boots,brown,navy,red,slim,regular,tailored,sport,0.34,0.58,0.4,0.43,bad
O01833,tank top,skirt,heels,brown,beige,red,regular,regular,baggy,sport,0.79,0.81,0.64,0.75,good
O01834,flannel,track pants,sandals,beige,blue,navy,tailored,regular,slim,minimal,0.56,0.84,0.88,0.74,good
O01835,turtleneck,skirt,sneakers,navy,gray,blue,baggy,tailored,tailored,business,0.38,0.73,0.75,0.6,average
O01836,linen shirt,track pants,heels,red,brown,red,regular,regular,slim,casual,0.6,0.58,0.44,0.55,bad
O01837,linen shirt,trousers,heels,gray,navy,black,baggy,tailored,regular,minimal,0.89,0.63,0.79,0.78,good
O01838,polo,trousers,heels,red,blue,gray,oversized,oversized,regular,business,0.76,0.67,0.49,0.65,average
O01839,black hoodie,cargo pants,oxfords,brown,black,beige,oversized,oversized,regular,business,0.34,0.83,0.46,0.52,bad
O01840,turtleneck,skirt,boots,blue,brown,black,oversized,regular,tailored,business,0.39,0.67,0.9,0.63,average
O01841,polo,cargo pants,loafers,red,gray,green,slim,oversized,regular,casual,0.78,0.75,0.69,0.74,good
O01842,navy blazer,shorts,boots,brown,brown,navy,oversized,baggy,regular,sport,0.76,0.48,0.5,0.6,average
O01843,sweater,chinos,heels,red,brown,beige,oversized,baggy,slim,streetwear,0.37,0.42,0.94,0.56,average
O01844,tank top,jeans,boots,red,brown,black,tailored,tailored,baggy,sport,0.62,0.62,0.46,0.57,average
O01845,linen shirt,jeans,heels,gray,black,red,oversized,tailored,oversized,streetwear,0.73,0.88,0.56,0.72,average
O01846,sweater,skirt,loafers,blue,beige,brown,oversized,tailored,oversized,sport,0.43,0.65,0.73,0.59,average
O01847,navy blazer,jeans,sandals,black,green,red,baggy,oversized,regular,casual,0.75,0.93,0.71,0.79,good
O01848,white tee,chinos,oxfords,red,beige,red,slim,regular,tailored,minimal,0.84,0.44,0.87,0.73,good
O01849,graphic tee,cargo pants,sneakers,gray,blue,brown,baggy,tailored,tailored,casual,0.85,0.67,0.83,0.79,good
O01850,graphic tee,cargo pants,heels,black,white,white,tailored,oversized,regular,casual,0.51,0.71,0.68,0.62,average
O01851,turtleneck,skirt,oxfords,green,blue,brown,tailored,regular,oversized,minimal,0.68,0.56,0.78,0.67,average
O01852,navy blazer,skirt,boots,black,brown,navy,tailored,oversized,baggy,minimal,0.54,0.48,0.83,0.61,average
O01853,white tee,shorts,heels,white,beige,brown,slim,tailored,baggy,streetwear,0.34,0.74,0.44,0.49,bad
O01854,black hoodie,shorts,sneakers,black,gray,green,regular,baggy,oversized,streetwear,0.93,0.78,0.94,0.89,good
O01855,white tee,track pants,sandals,brown,navy,blue,tailored,regular,oversized,streetwear,0.82,0.88,0.84,0.84,good
O01856,tank top,shorts,sneakers,black,beige,gray,baggy,regular,regular,streetwear,0.41,0.46,0.51,0.46,bad
O01857,graphic tee,trousers,sandals,blue,beige,beige,regular,tailored,regular,minimal,0.94,0.55,0.86,0.8,good
O01858,black hoodie,track pants,oxfords,brown,beige,navy,regular,tailored,oversized,streetwear,0.63,0.41,0.92,0.65,average
O01859,linen shirt,chinos,oxfords,brown,blue,white,slim,regular,regular,streetwear,0.47,0.48,0.55,0.5,bad
O01860,denim jacket,shorts,loafers,green,white,beige,baggy,regular,baggy,sport,0.79,0.42,0.51,0.6,average
O01861,tank top,trousers,heels,white,blue,green,regular,tailored,baggy,sport,0.57,0.88,0.6,0.67,average
O01862,navy blazer,skirt,sneakers,blue,black,gray,baggy,baggy,tailored,minimal,0.69,0.41,0.74,0.62,average
O01863,linen shirt,cargo pants,boots,blue,green,green,regular,tailored,oversized,business,0.82,0.86,0.41,0.71,average
O01864,tank top,cargo pants,oxfords,navy,blue,green,slim,slim,slim,minimal,0.82,0.46,0.75,0.69,average
