outfit_id,season,occasion,brand_coherence,season_fit,style_score,color_score,fit_score,style_consistency,formality_match,occasion_fit,contrast_score,clash_penalty,harmony_type,proportion_score,silhouette_balance,fit_quality,final_score,label,source_label
"O01467","all-season","office",0.88,0.85,0.61,0.85,0.84,0.52,0.75,0.78,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.75,"good","average"
"O01468","winter","travel",1,0.95,0.53,1,0.84,0.42,0.75,0.72,0.92,0,"monochromatic",0.8,0.9,0.8,0.76,"good","average"
"O01469","autumn","gym",1,0.95,0.59,0.92,0.84,0.53,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.76,"good","good"
"O01470","summer","office",1,1,0.51,1,0.84,0.29,0.75,0.93,0.92,0,"monochromatic",0.8,0.9,0.8,0.76,"good","average"
"O01471","all-season","gym",0.88,0.85,0.37,0.93,0.87,0.37,0.5,0.25,0.88,0,"monochromatic",0.8,0.9,0.89,0.69,"average","average"
"O01472","all-season","gym",0.88,0.85,0.62,0.74,0.84,0.49,1,0.55,0.55,0,"mixed_harmonious",0.8,0.9,0.8,0.72,"good","bad"
"O01473","spring","casual",0.88,0.95,0.52,0.98,0.84,0.36,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.75,"good","bad"
"O01474","winter","casual",1,0.95,0.37,0.91,0.84,0.17,0.5,0.88,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","average"
"O01475","summer","casual",1,0.95,0.44,0.92,0.84,0.08,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","good"
"O01476","all-season","office",1,0.85,0.62,0.93,0.84,0.46,0.75,0.93,0.88,0,"monochromatic",0.8,0.9,0.8,0.78,"good","bad"
"O01477","summer","casual",1,1,0.5,1,0.84,0.29,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.75,"good","average"
"O01478","summer","gym",0.88,0.95,0.41,0.94,0.84,0.44,0.18,0.92,0.9,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O01479","summer","office",0.88,0.95,0.34,1,0.84,0.23,0.28,0.78,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","bad"
"O01480","summer","travel",1,0.95,0.4,1,0.84,0.08,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","good"
"O01481","spring","travel",1,0.95,0.51,1,0.84,0.23,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O01482","all-season","casual",0.88,0.85,0.49,0.93,0.84,0.31,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.73,"good","good"
"O01483","all-season","casual",0.88,0.85,0.19,0.93,0.84,0.09,0.09,0.62,0.88,0,"monochromatic",0.8,0.9,0.79,0.4,"average","average"
"O01484","summer","gym",0.62,0.95,0.5,0.94,0.84,0.42,0.5,0.92,0.9,0,"monochromatic",0.8,0.9,0.8,0.73,"good","average"
"O01485","autumn","casual",1,0.6,0.5,0.94,0.84,0.28,0.75,0.88,0.9,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O01486","all-season","casual",0.88,0.85,0.58,0.84,0.84,0.42,0.75,0.88,0.75,0,"mixed_harmonious",0.8,0.9,0.79,0.74,"good","average"
"O01487","summer","weekend",1,0.95,0.5,0.98,0.84,0.3,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.75,"good","average"
"O01488","all-season","office",0.88,0.85,0.52,0.93,0.84,0.48,0.5,0.78,0.88,0,"monochromatic",0.8,0.9,0.79,0.74,"good","bad"
"O01489","all-season","casual",0.88,0.85,0.5,0.93,0.84,0.26,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O01490","all-season","casual",0.88,0.85,0.43,0.74,0.87,0.1,0.75,0.88,0.55,0,"mixed_harmonious",0.8,0.9,0.89,0.4,"average","good"
"O01491","all-season","casual",0.88,0.85,0.49,0.85,0.84,0.31,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.7,"good","average"
"O01492","winter","casual",1,0.95,0.53,1,0.84,0.37,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.76,"good","average"
"O01493","summer","date",0.88,0.95,0.38,0.91,0.84,0.33,0.28,0.9,0.79,0,"mixed_harmonious",0.8,0.9,0.79,0.68,"average","good"
"O01494","autumn","casual",1,0.95,0.66,1,0.84,0.53,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.82,"good","average"
"O01495","summer","office",0.88,0.95,0.36,0.92,0.84,0.33,0.28,0.78,0.82,0,"mixed_harmonious",0.8,0.9,0.79,0.67,"average","bad"
"O01496","all-season","event",0.88,0.85,0.39,0.93,0.84,0.26,0.75,0.3,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O01497","all-season","casual",0.88,0.85,0.57,0.72,0.84,0.24,1,0.88,0.54,0,"triadic",0.8,0.9,0.8,0.42,"average","bad"
"O01498","all-season","date",0.88,0.85,0.47,0.93,0.84,0.18,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O01499","autumn","date",1,0.95,0.61,0.94,0.84,0.43,0.75,0.9,0.9,0,"monochromatic",0.8,0.9,0.8,0.78,"good","good"
"O01500","summer","date",1,0.95,0.52,0.92,0.84,0.33,0.75,0.9,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O01501","all-season","casual",0.88,0.85,0.63,0.93,0.84,0.53,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.78,"good","good"
"O01502","all-season","date",1,0.85,0.52,0.92,0.84,0.44,0.75,0.68,0.87,0,"analogous",0.8,0.9,0.8,0.74,"good","average"
"O01503","winter","casual",0.88,0.95,0.75,0.92,0.84,0.6,1,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.83,"good","average"
"O01504","all-season","date",1,0.85,0.56,0.85,0.84,0.44,0.75,0.9,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.73,"good","average"
"O01505","all-season","office",0.88,0.85,0.42,0.93,0.84,0.2,0.75,0.78,0.88,0,"monochromatic",0.8,0.9,0.79,0.42,"average","bad"
"O01506","summer","gym",1,0.8,0.55,0.85,0.84,0.42,0.75,0.92,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.73,"good","bad"
"O01507","all-season","casual",1,0.85,0.61,0.74,0.84,0.46,0.75,0.88,0.58,0,"complementary",0.8,0.9,0.8,0.72,"good","good"
"O01508","spring","office",1,0.8,0.52,0.8,0.84,0.42,0.75,0.78,0.6,0,"complementary",0.8,0.9,0.8,0.7,"good","bad"
"O01509","summer","weekend",1,0.53,0.59,0.94,0.84,0.48,0.75,0.88,0.9,0,"monochromatic",0.8,0.9,0.8,0.77,"good","good"
"O01510","winter","gym",1,0.95,0.5,0.77,0.84,0.42,0.75,0.55,0.54,0,"complementary",0.8,0.9,0.8,0.68,"average","average"
"O01511","summer","gym",0.88,1,0.38,0.92,0.84,0.18,0.5,0.92,0.84,0,"complementary",0.8,0.9,0.8,0.42,"average","bad"
"O01512","summer","casual",1,0.95,0.61,1,0.84,0.42,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","average"
"O01513","winter","date",1,0.95,0.44,1,0.84,0.09,0.75,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O01514","all-season","gym",0.62,0.85,0.58,0.85,0.84,0.62,0.75,0.55,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O01515","all-season","weekend",1,0.85,0.57,0.93,0.84,0.38,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.76,"good","good"
"O01516","all-season","weekend",1,0.85,0.69,0.91,0.84,0.62,0.75,0.88,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.8,"good","bad"
"O01517","summer","gym",1,0.8,0.2,1,0.84,0.07,0.28,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O01518","all-season","date",0.88,0.85,0.35,0.93,0.84,0.08,0.5,0.9,0.88,0,"monochromatic",0.8,0.9,0.79,0.34,"bad","average"
"O01519","all-season","gym",1,0.85,0.41,0.84,0.84,0.09,0.75,0.92,0.75,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O01520","summer","casual",1,0.45,0.32,0.92,0.84,0.17,0.41,0.88,0.84,0,"complementary",0.8,0.9,0.8,0.42,"average","bad"
"O01521","summer","gym",0.88,0.95,0.45,0.92,0.84,0.46,0.18,0.92,0.84,0,"complementary",0.8,0.9,0.8,0.4,"average","average"
"O01522","winter","casual",1,0.95,0.44,0.98,0.84,0.17,0.75,0.88,0.91,0,"analogous",0.8,0.9,0.8,0.42,"average","good"
"O01523","all-season","date",0.88,0.85,0.32,0.91,0.84,0.07,0.5,0.9,0.86,0,"neutral_dominant",0.8,0.9,0.79,0.34,"bad","average"
"O01524","summer","date",1,0.45,0.27,0.94,0.84,0.08,0.28,0.9,0.9,0,"monochromatic",0.8,0.9,0.8,0.4,"average","good"
"O01525","autumn","office",0.88,0.95,0.41,1,0.84,0.09,0.75,0.93,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O01526","spring","casual",1,0.95,0.66,1,0.84,0.68,0.5,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.82,"good","bad"
"O01527","spring","office",1,0.95,0.79,0.91,0.84,0.63,1,0.93,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.84,"good","bad"
"O01528","autumn","casual",1,0.95,0.78,0.81,0.84,0.62,1,0.88,0.59,0,"mixed_harmonious",0.8,0.9,0.8,0.81,"good","average"
"O01529","summer","office",1,0.95,0.69,0.85,0.84,0.57,0.75,0.93,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.78,"good","average"
"O01530","summer","weekend",1,0.88,0.51,1,0.84,0.24,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O01531","all-season","casual",1,0.85,0.61,0.92,0.84,0.46,0.75,0.88,0.87,0,"analogous",0.8,0.9,0.8,0.77,"good","average"
"O01532","all-season","gym",0.88,0.85,0.13,0.93,0.87,0.09,0.14,0.25,0.88,0,"monochromatic",0.8,0.9,0.89,0.4,"average","average"
"O01533","summer","casual",1,0.95,0.35,0.67,0.84,0.17,0.41,0.88,0.57,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","bad"
"O01534","summer","gym",1,0.95,0.57,0.85,0.84,0.49,0.75,0.55,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O01535","autumn","gym",1,0.95,0.54,0.85,0.84,0.36,0.75,0.92,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.72,"good","average"
"O01536","all-season","date",0.88,0.85,0.6,0.91,0.84,0.68,0.75,0.32,0.86,0,"neutral_dominant",0.8,0.9,0.79,0.77,"good","average"
"O01537","all-season","date",0.88,0.85,0.5,0.93,0.87,0.39,0.5,0.9,0.88,0,"monochromatic",0.8,0.9,0.89,0.74,"good","good"
"O01538","summer","casual",1,0.95,0.44,0.92,0.84,0.08,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O01539","autumn","casual",1,0.95,0.61,1,0.84,0.42,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","average"
"O01540","summer","date",1,0.95,0.4,0.91,0.84,0.06,0.75,0.9,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","good"
"O01541","autumn","gym",1,0.95,0.56,1,0.84,0.46,0.5,0.92,0.92,0,"monochromatic",0.8,0.9,0.8,0.78,"good","bad"
"O01542","winter","casual",1,0.95,0.66,0.78,0.84,0.68,0.5,0.88,0.63,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","bad"
"O01543","summer","casual",0.88,0.95,0.39,0.85,0.84,0.21,0.41,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","average"
"O01544","summer","gym",0.88,0.95,0.15,0.98,0.84,0.07,0.09,0.55,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","average"
"O01545","spring","date",1,0.95,0.12,0.85,0.84,0.07,0.09,0.32,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.34,"bad","average"
"O01546","all-season","casual",0.88,0.85,0.5,0.93,0.87,0.39,0.5,0.88,0.88,0,"monochromatic",0.8,0.9,0.89,0.74,"good","good"
"O01547","all-season","casual",0.62,0.85,0.67,0.91,0.84,0.68,0.75,0.88,0.86,0,"neutral_dominant",0.8,0.9,0.79,0.79,"good","average"
"O01548","all-season","gym",0.88,0.85,0.5,0.93,0.87,0.5,0.75,0.25,0.88,0,"monochromatic",0.8,0.9,0.89,0.74,"good","average"
"O01549","spring","office",1,0.95,0.3,0.98,0.84,0.24,0.5,0.28,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.42,"average","good"
"O01550","spring","gym",0.62,0.95,0.55,0.92,0.84,0.53,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","average"
"O01551","all-season","date",0.88,0.85,0.3,0.93,0.84,0.44,0.09,0.32,0.88,0,"monochromatic",0.8,0.9,0.79,0.4,"average","average"
"O01552","all-season","date",0.88,0.85,0.43,0.93,0.84,0.09,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O01553","all-season","casual",0.88,0.85,0.58,0.91,0.84,0.26,1,0.88,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.42,"average","average"
"O01554","all-season","date",0.88,0.85,0.3,0.93,0.84,0.44,0.09,0.32,0.88,0,"monochromatic",0.8,0.9,0.79,0.4,"average","average"
"O01555","summer","gym",0.88,0.95,0.18,0.92,0.84,0.09,0.09,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","good"
"O01556","summer","casual",1,1,0.62,0.94,0.84,0.44,0.75,0.88,0.9,0,"monochromatic",0.8,0.9,0.8,0.78,"good","average"
"O01557","summer","date",0.88,0.95,0.36,0.92,0.84,0.23,0.28,0.9,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","bad"
"O01558","spring","gym",0.88,0.95,0.6,0.88,0.84,0.42,0.75,0.92,0.78,0,"monochromatic",0.8,0.9,0.8,0.76,"good","average"
"O01559","summer","casual",0.88,1,0.51,0.92,0.84,0.24,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","good"
"O01560","all-season","office",1,0.85,0.58,0.72,0.84,0.38,0.75,0.93,0.54,0,"triadic",0.8,0.9,0.8,0.7,"good","good"
"O01561","spring","date",0.88,0.95,0.4,1,0.84,0.09,0.75,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O01562","all-season","casual",0.88,0.85,0.63,0.85,0.84,0.52,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.76,"good","average"
"O01563","all-season","casual",1,0.85,0.56,0.84,0.84,0.44,0.75,0.88,0.75,0,"mixed_harmonious",0.8,0.9,0.8,0.73,"good","average"
"O01564","all-season","casual",0.88,0.85,0.52,0.93,0.84,0.28,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O01565","summer","gym",0.88,1,0.38,0.94,0.84,0.18,0.5,0.92,0.9,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O01566","summer","gym",1,0.95,0.44,1,0.84,0.3,0.75,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.73,"good","average"
"O01567","spring","office",1,0.95,0.71,0.98,0.84,0.62,0.75,0.93,0.91,0,"analogous",0.8,0.9,0.8,0.83,"good","average"
"O01568","all-season","office",0.88,0.85,0.62,0.85,0.84,0.55,0.75,0.78,0.8,0,"complementary",0.8,0.9,0.8,0.76,"good","bad"
"O01569","all-season","casual",0.88,0.85,0.54,0.93,0.84,0.48,0.5,0.88,0.88,0,"monochromatic",0.8,0.9,0.79,0.75,"good","average"
"O01570","winter","date",1,0.95,0.56,0.91,0.84,0.42,0.75,0.9,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","average"
"O01571","spring","date",1,0.95,0.61,0.81,0.84,0.43,0.75,0.9,0.59,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O01572","all-season","date",0.88,0.85,0.43,0.85,0.84,0.09,0.75,0.9,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O01573","all-season","office",1,0.85,0.6,0.85,0.84,0.42,0.75,0.93,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","average"
"O01574","all-season","date",1,0.85,0.56,0.92,0.84,0.44,0.75,0.9,0.87,0,"analogous",0.8,0.9,0.8,0.75,"good","bad"
"O01575","summer","gym",0.88,0.95,0.36,0.82,0.84,0.48,0.09,0.55,0.82,0,"monochromatic",0.8,0.9,0.8,0.4,"average","good"
"O01576","summer","date",1,0.95,0.3,1,0.84,0.08,0.28,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O01577","summer","gym",1,0.8,0.2,0.85,0.84,0.07,0.28,0.55,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O01578","summer","casual",1,0.95,0.64,0.82,0.84,0.46,1,0.88,0.82,0,"monochromatic",0.8,0.9,0.8,0.75,"good","average"
"O01579","summer","date",0.88,0.95,0.27,0.81,0.87,0.09,0.18,0.9,0.59,0,"mixed_harmonious",0.8,0.9,0.89,0.4,"average","good"
"O01580","all-season","office",0.88,0.85,0.29,0.85,0.84,0.18,0.28,0.78,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.42,"average","average"
"O01581","spring","gym",1,0.95,0.54,0.78,0.84,0.42,0.75,0.55,0.51,0,"mixed_harmonious",0.8,0.9,0.8,0.7,"good","average"
"O01582","all-season","office",0.88,0.85,0.45,0.78,0.87,0.36,0.5,0.93,0.63,0,"mixed_harmonious",0.8,0.9,0.89,0.68,"average","bad"
"O01583","all-season","gym",0.62,0.85,0.53,0.85,0.84,0.35,1,0.55,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.72,"good","average"
"O01584","all-season","office",0.88,0.85,0.42,0.91,0.87,0.2,0.5,0.93,0.86,0,"neutral_dominant",0.8,0.9,0.89,0.42,"average","average"
"O01585","all-season","casual",0.88,0.85,0.54,0.85,0.84,0.48,0.5,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.72,"good","good"
"O01586","all-season","gym",1,0.85,0.5,0.93,0.84,0.44,0.75,0.55,0.88,0,"monochromatic",0.8,0.9,0.8,0.73,"good","good"
"O01587","all-season","gym",1,0.85,0.54,0.85,0.84,0.44,0.75,0.55,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.72,"good","good"
"O01588","all-season","date",1,0.85,0.56,0.72,0.84,0.44,0.75,0.9,0.54,0,"triadic",0.8,0.9,0.8,0.69,"average","average"
"O01589","autumn","gym",1,0.95,0.54,0.92,0.84,0.42,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","bad"
"O01590","all-season","gym",0.88,0.85,0.37,0.85,0.84,0.18,0.75,0.55,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.42,"average","bad"
"O01591","spring","casual",1,0.95,0.7,0.92,0.84,0.62,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.81,"good","average"
"O01592","all-season","casual",0.88,0.85,0.49,0.85,0.87,0.37,0.5,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.89,0.71,"good","bad"
"O01593","all-season","date",0.88,0.85,0.13,0.85,0.84,0.09,0.09,0.32,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.34,"bad","bad"
"O01594","summer","date",0.88,0.95,0.5,0.82,0.84,0.3,0.75,0.9,0.82,0,"monochromatic",0.8,0.9,0.8,0.7,"average","good"
"O01595","all-season","casual",0.88,0.85,0.54,0.93,0.84,0.48,0.5,0.88,0.88,0,"monochromatic",0.8,0.9,0.79,0.75,"good","bad"
"O01596","autumn","casual",1,0.95,0.78,1,0.84,0.63,1,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.86,"good","average"
"O01597","autumn","casual",1,0.95,0.61,0.94,0.84,0.43,0.75,0.88,0.9,0,"monochromatic",0.8,0.9,0.8,0.78,"good","average"
"O01598","all-season","casual",0.88,0.85,0.63,0.85,0.84,0.52,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.76,"good","average"
"O01599","all-season","casual",1,0.85,0.56,0.85,0.84,0.44,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.73,"good","good"
"O01600","winter","date",1,0.95,0.13,0.81,0.84,0.08,0.09,0.32,0.59,0,"mixed_harmonious",0.8,0.9,0.8,0.34,"bad","average"
"O01601","summer","date",1,0.95,0.11,0.92,0.84,0.05,0.09,0.32,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O01602","all-season","date",0.88,0.85,0.3,0.93,0.84,0.44,0.09,0.32,0.88,0,"monochromatic",0.8,0.9,0.79,0.4,"average","bad"
"O01603","autumn","office",1,0.6,0.59,0.92,0.84,0.44,0.75,0.93,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.76,"good","average"
"O01604","spring","casual",1,0.95,0.19,0.79,0.84,0.09,0.09,0.62,0.65,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O01605","autumn","casual",1,0.95,0.61,1,0.84,0.43,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","average"
"O01606","all-season","casual",1,0.85,0.72,0.88,0.84,0.67,0.75,0.88,0.78,0,"monochromatic",0.8,0.9,0.8,0.8,"good","bad"
"O01607","autumn","gym",1,0.95,0.55,0.92,0.84,0.43,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","bad"
"O01608","summer","office",1,0.95,0.53,0.85,0.84,0.33,0.75,0.93,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.72,"good","average"
"O01609","autumn","office",1,0.95,0.62,1,0.84,0.43,0.75,0.93,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","average"
"O01610","all-season","casual",0.88,0.85,0.52,0.83,0.84,0.28,0.75,0.88,0.69,0,"analogous",0.8,0.9,0.8,0.42,"average","good"
"O01611","summer","date",1,0.95,0.3,1,0.84,0.08,0.28,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","good"
"O01612","autumn","casual",1,0.95,0.66,1,0.84,0.68,0.5,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.82,"good","bad"
"O01613","all-season","gym",0.62,0.85,0.38,0.93,0.84,0.09,0.75,0.92,0.88,0,"monochromatic",0.8,0.9,0.8,0.4,"average","bad"
"O01614","summer","casual",1,0.95,0.16,1,0.84,0.05,0.09,0.62,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O01615","summer","gym",0.88,0.95,0.27,0.93,0.84,0.33,0.09,0.55,0.89,0,"analogous",0.8,0.9,0.8,0.4,"average","good"
"O01616","autumn","casual",1,0.6,0.38,1,0.84,0.24,0.5,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O01617","summer","gym",1,0.95,0.34,1,0.84,0.07,0.5,0.92,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O01618","all-season","casual",1,0.85,0.69,0.93,0.84,0.62,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.81,"good","average"
"O01619","summer","date",1,0.95,0.4,0.92,0.84,0.06,0.75,0.9,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","bad"
"O01620","all-season","casual",0.88,0.85,0.6,0.85,0.87,0.46,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.89,0.76,"good","average"
"O01621","spring","casual",1,0.95,0.76,0.98,0.84,0.74,0.75,0.88,0.91,0,"analogous",0.8,0.9,0.8,0.85,"good","average"
"O01622","autumn","office",1,0.95,0.62,1,0.84,0.42,0.75,0.93,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","average"
"O01623","all-season","casual",1,0.85,0.65,0.85,0.84,0.68,0.5,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.77,"good","average"
"O01624","all-season","gym",0.88,0.85,0.5,0.93,0.84,0.38,0.75,0.55,0.88,0,"monochromatic",0.8,0.9,0.8,0.73,"good","good"
"O01625","summer","gym",0.88,0.95,0.11,0.92,0.84,0.08,0.09,0.25,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.34,"bad","bad"
"O01626","winter","office",1,0.95,0.49,0.79,0.84,0.32,0.75,0.78,0.58,0,"triadic",0.8,0.9,0.8,0.69,"average","good"
"O01627","all-season","casual",0.88,0.85,0.53,0.93,0.84,0.32,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.74,"good","good"
"O01628","all-season","weekend",0.88,0.85,0.24,0.93,0.87,0.21,0.14,0.62,0.88,0,"monochromatic",0.8,0.9,0.89,0.42,"average","average"
"O01629","summer","casual",1,0.95,0.33,1,0.84,0.07,0.5,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","good"
"O01630","all-season","travel",0.88,0.85,0.56,0.92,0.84,0.43,0.75,0.72,0.87,0,"analogous",0.8,0.9,0.8,0.75,"good","average"
"O01631","all-season","casual",0.88,0.85,0.43,0.93,0.84,0.18,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.79,0.42,"average","average"
"O01632","summer","office",1,0.95,0.65,0.74,0.84,0.49,0.75,0.93,0.58,0,"complementary",0.8,0.9,0.8,0.73,"good","average"
"O01633","winter","gym",1,0.95,0.47,1,0.84,0.37,0.75,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.74,"good","bad"
"O01634","summer","office",1,0.45,0.3,1,0.84,0.17,0.41,0.78,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","good"
"O01635","summer","gym",0.88,0.95,0.1,0.94,0.84,0.07,0.09,0.25,0.9,0,"monochromatic",0.8,0.9,0.8,0.34,"bad","average"
"O01636","autumn","event",1,0.95,0.73,0.85,0.84,0.63,1,0.6,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.8,"good","average"
"O01637","spring","office",1,0.95,0.23,1,0.84,0.07,0.09,0.93,0.92,0,"monochromatic",0.8,0.9,0.8,0.34,"bad","average"
"O01638","summer","date",1,0.95,0.3,0.85,0.84,0.08,0.28,0.9,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O01639","all-season","gym",0.88,0.85,0.52,0.85,0.84,0.43,0.75,0.55,0.8,0,"complementary",0.8,0.9,0.8,0.72,"good","bad"
"O01640","summer","gym",1,0.95,0.44,0.94,0.84,0.08,0.75,0.92,0.9,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O01641","summer","casual",0.88,1,0.31,0.94,0.87,0.18,0.18,0.88,0.9,0,"monochromatic",0.8,0.9,0.89,0.42,"average","average"
"O01642","autumn","casual",1,0.6,0.72,1,0.84,0.74,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.84,"good","bad"
"O01643","summer","event",0.88,0.95,0.59,0.85,0.84,0.5,1,0.3,0.67,0,"mixed_harmonious",0.8,0.9,0.79,0.74,"good","average"
"O01644","all-season","date",0.88,0.85,0.23,0.93,0.84,0.3,0.09,0.32,0.88,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
